台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,1561,7608,106.8,28,39,1/114,1/272,1/195
545,-440,1562,90.6,4,7,1/142,1/391,1/223
546,0,3337,100.0,13,8,1/159,1/257,1/417
547,-652,5075,95.7,17,12,1/175,1/299,1/423
548,-702,713,67.2,1,0,1/713,1/713,-
549,-361,1806,93.3,6,3,1/201,1/301,1/602
550,451,6829,102.2,26,20,1/148,1/263,1/341
551,-740,563,56.2,0,0,-,-,-
552,-348,3759,96.9,13,9,1/171,1/289,1/418
553,113,4742,100.8,17,16,1/144,1/279,1/296
554,2217,5357,113.8,28,19,1/114,1/191,1/282
555,-219,930,92.2,3,1,1/233,1/310,1/930
556,-622,526,60.6,0,0,-,-,-
557,-269,4083,97.8,16,10,1/157,1/255,1/408
558,-556,621,70.2,0,2,1/311,-,1/311
559,639,5527,103.9,21,22,1/129,1/263,1/251
560,-325,1293,91.6,3,5,1/162,1/431,1/259
561,1578,8634,106.1,30,46,1/114,1/288,1/188
562,-18,2984,99.8,12,10,1/136,1/249,1/298
563,-808,1566,82.8,2,4,1/261,1/783,1/392
564,-724,2517,90.4,7,7,1/180,1/360,1/360
565,169,3004,101.9,13,6,1/158,1/231,1/501
587,993,4917,106.7,21,17,1/129,1/234,1/289
588,1081,5178,107.0,20,26,1/113,1/259,1/199
589,-423,1067,86.8,2,4,1/178,1/534,1/267
590,-296,2837,96.5,11,4,1/189,1/258,1/709
591,2266,6269,112.0,33,22,1/114,1/190,1/285
592,-265,472,81.3,1,1,1/236,1/472,1/472
593,-932,4976,93.8,17,10,1/184,1/293,1/498
594,-502,375,55.4,0,0,-,-,-
595,-144,1140,95.8,4,1,1/228,1/285,1/1140
596,-305,3226,96.8,11,7,1/179,1/293,1/461
597,720,2029,111.8,12,1,1/156,1/169,1/2029
598,-655,1871,88.3,6,1,1/267,1/312,1/1871
599,-361,3133,96.2,10,12,1/142,1/313,1/261
600,1868,4408,114.1,25,12,1/119,1/176,1/367
601,721,6762,103.6,27,25,1/130,1/250,1/270
602,-355,1072,89.0,3,1,1/268,1/357,1/1072
603,-766,6163,95.9,17,23,1/154,1/363,1/268
604,-178,716,91.7,2,2,1/179,1/358,1/358
605,726,7546,103.2,25,36,1/124,1/302,1/210
606,52,2548,100.7,10,7,1/150,1/255,1/364
671,1522,4404,111.5,24,9,1/133,1/184,1/489
672,-387,4266,97.0,16,9,1/171,1/267,1/474
673,-559,1212,84.6,3,2,1/242,1/404,1/606
674,-2,4410,100.0,17,14,1/142,1/259,1/315
675,-370,1459,91.5,5,3,1/182,1/292,1/486
676,-285,474,80.0,1,0,1/474,1/474,-
677,230,4375,101.8,16,14,1/146,1/273,1/313
678,1155,4264,109.0,22,8,1/142,1/194,1/533
679,-449,2593,94.2,7,6,1/199,1/370,1/432
680,941,6548,104.8,26,23,1/134,1/252,1/285
681,808,1252,121.5,8,3,1/114,1/157,1/417
682,-332,1612,93.1,6,3,1/179,1/269,1/537
683,64,4543,100.5,18,11,1/157,1/252,1/413
689,710,3241,107.3,16,8,1/135,1/203,1/405
690,-1339,2592,82.8,6,3,1/288,1/432,1/864
691,842,1375,120.4,8,4,1/115,1/172,1/344
692,1817,7655,107.9,32,33,1/118,1/239,1/232
693,-728,1415,82.9,2,5,1/202,1/708,1/283
694,-467,4108,96.2,11,16,1/152,1/373,1/257
695,-427,339,58.0,0,0,-,-,-
696,981,6757,104.8,28,19,1/144,1/241,1/356
697,-497,795,79.2,1,1,1/398,1/795,1/795
698,-1156,2145,82.0,5,4,1/238,1/429,1/536
699,-512,878,80.6,1,2,1/293,1/878,1/439
700,444,6071,102.4,21,24,1/135,1/289,1/253
701,-257,298,71.3,0,1,1/298,-,1/298
